id,name,symbol,slug,num_market_pairs,date_added,max_supply,circulating_supply,total_supply,cmc_rank,last_updated
7186,PancakeSwap,CAKE,pancakeswap,113,2020-09-25T00:00:00.000Z,,214399226.7,,29,2021-08-27T06:28:05.000Z
7278,Aave,AAVE,aave,275,2020-10-02T00:00:00.000Z,,13146643.23,,30,2021-08-27T06:27:31.000Z
1765,EOS,EOS,eos,432,2017-07-01T00:00:00.000Z,,956516252.6,,31,2021-08-27T06:27:24.000Z
4195,FTX Token,FTT,ftx-token,86,2019-07-31T00:00:00.000Z,,94346957.52,,32,2021-08-27T06:27:16.000Z
6783,Axie Infinity,AXS,axie-infinity,117,2020-08-31T00:00:00.000Z,,60907500,,33,2021-08-27T06:27:27.000Z
6719,The Graph,GRT,the-graph,154,2020-12-17T00:00:00.000Z,,4715735200,,34,2021-08-27T06:27:20.000Z
3794,Cosmos,ATOM,cosmos,183,2019-03-14T00:00:00.000Z,,220397239,,35,2021-08-27T06:27:38.000Z
4256,Klaytn,KLAY,klaytn,55,2020-03-30T00:00:00.000Z,,2499039110,,36,2021-08-27T06:28:09.000Z
2011,Tezos,XTZ,tezos,167,2017-10-06T00:00:00.000Z,,857133710.3,,37,2021-08-27T06:27:39.000Z
3635,Crypto.com Coin,CRO,crypto-com-coin,110,2018-12-14T00:00:00.000Z,,25263013692,,38,2021-08-27T06:27:25.000Z
4023,Bitcoin BEP2,BTCB,bitcoin-bep2,36,2019-06-18T00:00:00.000Z,,78128.20128,,39,2021-08-27T06:27:41.000Z
1376,Neo,NEO,neo,244,2016-09-08T00:00:00.000Z,,70538831,,40,2021-08-27T06:27:20.000Z
1518,Maker,MKR,maker,224,2017-01-29T00:00:00.000Z,,991328.382,,41,2021-08-27T06:27:36.000Z
4030,Algorand,ALGO,algorand,142,2019-06-20T00:00:00.000Z,,3450524101,,42,2021-08-27T06:27:40.000Z
3602,Bitcoin SV,BSV,bitcoin-sv,179,2018-11-09T00:00:00.000Z,,18825814.14,,43,2021-08-27T06:27:30.000Z
3957,UNUS SED LEO,LEO,unus-sed-leo,17,2019-05-21T00:00:00.000Z,,953954130,,44,2021-08-27T06:27:30.000Z
5994,SHIBA INU,SHIB,shiba-inu,,2020-08-01T00:00:00.000Z,,3.95E+14,,45,2021-08-27T06:27:31.000Z
1720,IOTA,MIOTA,iota,,2017-06-13T00:00:00.000Z,,2779530283,,46,2021-08-27T06:27:26.000Z
3718,BitTorrent,BTT,bittorrent,,2019-01-31T00:00:00.000Z,,6.60E+11,,47,2021-08-27T06:27:36.000Z
6892,Elrond,EGLD,elrond-egld,,2020-09-04T00:00:00.000Z,,19353182.87,,48,2021-08-27T06:27:36.000Z
6945,Amp,AMP,amp,,2020-09-08T00:00:00.000Z,,42227702186,,49,2021-08-27T06:27:35.000Z
1274,Waves,WAVES,waves,,2016-06-02T00:00:00.000Z,,106007686,,50,2021-08-27T06:27:25.000Z
131,Dash,DASH,dash,,2014-02-14T00:00:00.000Z,,10298793.61,,51,2021-08-27T06:27:17.000Z
5034,Kusama,KSM,kusama,,2019-12-12T00:00:00.000Z,,8470098.057,,52,2021-08-27T06:27:46.000Z
7129,TerraUSD,UST,terrausd,,2020-09-21T00:00:00.000Z,,2339119470,,53,2021-08-27T06:27:26.000Z
1168,Decred,DCR,decred,,2016-02-10T00:00:00.000Z,,13254219.61,,54,2021-08-27T06:27:17.000Z
4642,Hedera Hashgraph,HBAR,hedera-hashgraph,,2019-09-17T00:00:00.000Z,,9467248282,,55,2021-08-27T06:27:26.000Z
2502,Huobi Token,HT,huobi-token,,2018-02-03T00:00:00.000Z,,166099511.3,,56,2021-08-27T06:28:14.000Z
3155,Quant,QNT,quant,,2018-08-10T00:00:00.000Z,,12072738,,57,2021-08-27T06:27:16.000Z
5692,Compound,COMP,compound,,2020-06-16T00:00:00.000Z,,5491261.506,1.00E+07,58,2021-08-27T06:27:40.000Z
4157,THORChain,RUNE,thorchain,,2019-07-23T00:00:00.000Z,,223556160.1,461668422.2,59,2021-08-27T06:27:24.000Z
6535,NEAR Protocol,NEAR,near-protocol,,2020-08-11T00:00:00.000Z,,442507249,1.00E+09,60,2021-08-27T06:28:14.000Z
4066,Chiliz,CHZ,chiliz,,2019-07-01T00:00:00.000Z,,5894516282,8888888888,61,2021-08-27T06:27:35.000Z
5665,Helium,HNT,helium,,2020-06-05T00:00:00.000Z,,96417773.69,2.23E+08,62,2021-08-27T06:27:25.000Z
1437,Zcash,ZEC,zcash,,2016-10-29T00:00:00.000Z,,12517200,12517200,63,2021-08-27T06:27:20.000Z
3822,Theta Fuel,TFUEL,theta-fuel,,2019-03-28T00:00:00.000Z,,,5301214400,64,2021-08-27T06:27:37.000Z
2634,XinFin Network,XDC,xinfin-network,,2018-04-12T00:00:00.000Z,,,,65,2021-08-27T06:27:20.000Z
2682,Holo,HOT,holo,,2018-04-29T00:00:00.000Z,,,,66,2021-08-27T06:27:24.000Z
873,NEM,XEM,nem,,2015-04-01T00:00:00.000Z,,,,67,2021-08-27T06:27:40.000Z
4847,Stacks,STX,stacks,,2019-10-28T00:00:00.000Z,,,,68,2021-08-27T06:27:37.000Z
1966,Decentraland,MANA,decentraland,,2017-09-17T00:00:00.000Z,NA,,,69,2021-08-27T06:27:41.000Z
2130,Enjin Coin,ENJ,enjin-coin,,2017-11-01T00:00:00.000Z,1.00E+09,,,70,2021-08-27T06:27:14.000Z
6758,SushiSwap,SUSHI,sushiswap,,2020-08-28T00:00:00.000Z,2.50E+08,,,71,2021-08-27T06:27:34.000Z
2563,TrueUSD,TUSD,trueusd,210,2018-03-06T00:00:00.000Z,NA,,,72,2021-08-27T06:27:36.000Z
2700,Celsius,CEL,celsius,46,2018-05-18T00:00:00.000Z,695658160,,,73,2021-08-27T06:27:33.000Z
5864,yearn.finance,YFI,yearn-finance,236,2020-07-18T00:00:00.000Z,36666,,,74,2021-08-27T06:27:41.000Z
2586,Synthetix,SNX,synthetix-network-token,209,2018-03-14T00:00:00.000Z,212424133,,,75,2021-08-27T06:27:30.000Z
2394,Telcoin,TEL,telcoin,40,2018-01-14T00:00:00.000Z,,,1.00E+11,76,2021-08-27T06:27:20.000Z
2469,Zilliqa,ZIL,zilliqa,114,2018-01-25T00:00:00.000Z,,,14949938266,77,2021-08-27T06:27:36.000Z
4558,Flow,FLOW,flow,41,2021-01-27T00:00:00.000Z,,,1365946679,78,2021-08-27T06:27:31.000Z
3897,OKB,OKB,okb,52,2019-04-30T00:00:00.000Z,,,3.00E+08,79,2021-08-27T06:27:39.000Z
2135,Revain,REV,revain,17,2017-11-01T00:00:00.000Z,,,85061485690,80,2021-08-27T06:28:10.000Z
2577,Ravencoin,RVN,ravencoin,81,2018-03-10T00:00:00.000Z,,,9517465000,81,2021-08-27T06:27:31.000Z
1697,Basic Attention Token,BAT,basic-attention-token,,2017-06-01T00:00:00.000Z,,,1.50E+09,82,2021-08-27T06:27:25.000Z
1684,Qtum,QTUM,qtum,,2017-05-24T00:00:00.000Z,,,103681277,83,2021-08-27T06:27:24.000Z
2083,Bitcoin Gold,BTG,bitcoin-gold,,2017-10-23T00:00:00.000Z,,,17513923.59,84,2021-08-27T06:27:07.000Z
3513,Fantom,FTM,fantom,,2018-10-29T00:00:00.000Z,,,2545006273,85,2021-08-27T06:28:14.000Z
2694,Nexo,NEXO,nexo,,2018-05-01T00:00:00.000Z,,,1.00E+09,86,2021-08-27T06:27:30.000Z
3945,Harmony,ONE,harmony,,2019-06-01T00:00:00.000Z,,,13151916702,87,2021-08-27T06:27:39.000Z
2087,KuCoin Token,KCS,kucoin-token,,2017-10-24T00:00:00.000Z,,,170118638,88,2021-08-27T06:28:06.000Z
5632,Arweave,AR,arweave,,2020-05-27T00:00:00.000Z,,33394701,63190435,89,2021-08-27T06:27:19.000Z
1042,Siacoin,SC,siacoin,,2015-08-26T00:00:00.000Z,,48637792992,48637792992,90,2021-08-27T06:27:21.000Z
6950,Perpetual Protocol,PERP,perpetual-protocol,,2020-09-08T00:00:00.000Z,,59018750,1.50E+08,91,2021-08-27T06:27:25.000Z
1727,Bancor,BNT,bancor,,2017-06-18T00:00:00.000Z,,231257202.5,231257202.5,92,2021-08-27T06:27:33.000Z
8335,Mdex,MDX,mdex,,2021-01-27T00:00:00.000Z,,650678618.7,1.00E+09,93,2021-08-27T06:27:14.000Z
7455,Audius,AUDIO,audius,,2020-10-20T00:00:00.000Z,,400244277,1043525641,94,2021-08-27T06:28:16.000Z
3330,Pax Dollar,PAX,paxos-standard,,2018-09-27T00:00:00.000Z,,945642940.1,945642940.1,95,2021-08-27T06:27:25.000Z
1698,Horizen,ZEN,horizen,,2017-06-01T00:00:00.000Z,,11453718.75,11453718.75,96,2021-08-27T06:27:27.000Z
5567,Celo,CELO,celo,,2020-05-22T00:00:00.000Z,,286702568,1.00E+09,97,2021-08-27T06:27:31.000Z
109,DigiByte,DGB,digibyte,101,2014-02-06T00:00:00.000Z,,14615117874,14615117874,98,2021-08-27T06:27:07.000Z
2499,SwissBorg,CHSB,swissborg,17,2018-02-02T00:00:00.000Z,,1.00E+09,1.00E+09,99,2021-08-27T06:28:15.000Z
2566,Ontology,ONT,ontology,136,2018-03-08T00:00:00.000Z,,875249524,1.00E+09,100,2021-08-27T06:27:26.000Z
1,Bitcoin,BTC,bitcoin,8901,2013-04-28T00:00:00.000Z,,18799887,18799887,1,2021-08-28T14:59:18.000Z
1027,Ethereum,ETH,ethereum,5551,2015-08-07T00:00:00.000Z,,117291632.6,117291632.6,2,2021-08-28T14:59:38.000Z
2010,Cardano,ADA,cardano,,2017-10-01T00:00:00.000Z,,32145359127,33050654414,3,2021-08-28T15:00:00.000Z
1839,Binance Coin,BNB,binance-coin,,2017-07-25T00:00:00.000Z,,168137036,168137036,4,2021-08-28T14:59:52.000Z
825,Tether,USDT,tether,,2015-02-25T00:00:00.000Z,,65509475281,67432085236,5,2021-08-28T14:59:46.000Z
52,XRP,XRP,xrp,,2013-08-04T00:00:00.000Z,,46513604835,99990303749,6,2021-08-28T15:00:13.000Z
74,Dogecoin,DOGE,dogecoin,,2013-12-15T00:00:00.000Z,,1.31E+11,1.31E+11,7,2021-08-28T14:59:30.000Z
3408,USD Coin,USDC,usd-coin,,2018-10-08T00:00:00.000Z,,27109885658,27109885658,8,2021-08-28T14:59:35.000Z
5426,Solana,SOL,solana,,2020-04-10T00:00:00.000Z,,290945176.5,502861222.7,9,2021-08-28T14:59:16.000Z
6636,Polkadot,DOT,polkadot-new,,2020-08-19T00:00:00.000Z,,987579315,1103303471,10,2021-08-28T14:59:47.000Z
7083,Uniswap,UNI,uniswap,,2020-09-17T00:00:00.000Z,,611621089,1.00E+09,11,2021-08-28T14:59:38.000Z
4172,Terra,LUNA,terra-luna,,2019-07-26T00:00:00.000Z,,403216639.4,993865847.4,12,2021-08-28T14:59:30.000Z
4687,Binance USD,BUSD,binance-usd,,2019-09-20T00:00:00.000Z,,12175987734,12175987734,13,2021-08-28T14:59:36.000Z
1831,Bitcoin Cash,BCH,bitcoin-cash,,2017-07-23T00:00:00.000Z,,18830162.5,18830162.5,14,2021-08-28T14:59:34.000Z
2,Litecoin,LTC,litecoin,,2013-04-28T00:00:00.000Z,,66752614.52,66752614.52,15,2021-08-28T14:59:10.000Z
1975,Chainlink,LINK,chainlink,,2017-09-20T00:00:00.000Z,,448009553.9,1.00E+09,16,2021-08-28T14:59:57.000Z
8916,Internet Computer,ICP,internet-computer,,2021-03-23T00:00:00.000Z,,157140097.4,472577346,17,2021-08-28T14:59:48.000Z
3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,,2019-01-30T00:00:00.000Z,,197773.6244,197773.6244,18,2021-08-28T14:59:41.000Z
3890,Polygon,MATIC,polygon,,2019-04-28T00:00:00.000Z,,6477576924,1.00E+10,19,2021-08-28T14:59:46.000Z
5805,Avalanche,AVAX,avalanche,,2020-07-13T00:00:00.000Z,,174414142,387918080.3,20,2021-08-28T14:59:55.000Z
1321,Ethereum Classic,ETC,ethereum-classic,,2016-07-24T00:00:00.000Z,,129467663,210700000,21,2021-08-28T14:59:30.000Z
512,Stellar,XLM,stellar,,2014-08-05T00:00:00.000Z,,23607320454,50001802860,22,2021-08-28T14:59:28.000Z
3077,VeChain,VET,vechain,146,2017-08-22T00:00:00.000Z,,64315576989,86712634466,23,2021-08-28T15:00:10.000Z
2280,Filecoin,FIL,filecoin,147,2017-12-13T00:00:00.000Z,,99904050,99904050,24,2021-08-28T14:59:43.000Z
2416,THETA,THETA,theta,79,2018-01-17T00:00:00.000Z,,1.00E+09,1.00E+09,25,2021-08-28T14:59:42.000Z
1958,TRON,TRX,tron,528,2017-09-13T00:00:00.000Z,,71659657369,1.01E+11,26,2021-08-28T15:00:00.000Z
4943,Dai,DAI,multi-collateral-dai,535,2019-11-22T00:00:00.000Z,,6105674349,6105674838,27,2021-08-28T14:59:41.000Z
7186,PancakeSwap,CAKE,pancakeswap,113,2020-09-25T00:00:00.000Z,,215145916,215145916,28,2021-08-28T14:59:18.000Z
328,Monero,XMR,monero,161,2014-05-21T00:00:00.000Z,,17982034.15,17982034.15,29,2021-08-28T14:59:31.000Z
7278,Aave,AAVE,aave,275,2020-10-02T00:00:00.000Z,,13147051.2,1.60E+07,30,2021-08-28T14:59:30.000Z
6783,Axie Infinity,AXS,axie-infinity,118,2020-08-31T00:00:00.000Z,,60907500,2.70E+08,32,2021-08-28T14:59:36.000Z
1765,EOS,EOS,eos,435,2017-07-01T00:00:00.000Z,,956628151.1,1032711896,31,2021-08-28T14:59:28.000Z
4195,FTX Token,FTT,ftx-token,88,2019-07-31T00:00:00.000Z,,,345219293.6,33,2021-08-28T14:59:31.000Z
2011,Tezos,XTZ,tezos,168,2017-10-06T00:00:00.000Z,,,887084521.4,34,2021-08-28T14:59:43.000Z
6719,The Graph,GRT,the-graph,152,2020-12-17T00:00:00.000Z,,,1.00E+10,35,2021-08-28T14:59:36.000Z
3794,Cosmos,ATOM,cosmos,183,2019-03-14T00:00:00.000Z,,,278251720.4,36,2021-08-28T14:59:41.000Z
4256,Klaytn,KLAY,klaytn,,2020-03-30T00:00:00.000Z,,,10656995978,37,2021-08-28T15:00:15.000Z
3635,Crypto.com Coin,CRO,crypto-com-coin,,2018-12-14T00:00:00.000Z,,,30263013692,38,2021-08-28T14:59:42.000Z
1376,Neo,NEO,neo,,2016-09-08T00:00:00.000Z,,,1.00E+08,40,2021-08-28T14:59:41.000Z
4023,Bitcoin BEP2,BTCB,bitcoin-bep2,,2019-06-18T00:00:00.000Z,,,85501,39,2021-08-28T14:59:39.000Z
1518,Maker,MKR,maker,,2017-01-29T00:00:00.000Z,,,991328.382,41,2021-08-28T14:59:36.000Z
4030,Algorand,ALGO,algorand,,2019-06-20T00:00:00.000Z,,,5701631383,42,2021-08-28T14:59:49.000Z
3602,Bitcoin SV,BSV,bitcoin-sv,,2018-11-09T00:00:00.000Z,,18826964.14,18826964.14,43,2021-08-28T14:59:35.000Z
5994,SHIBA INU,SHIB,shiba-inu,,2020-08-01T00:00:00.000Z,,3.95E+14,1.00E+15,44,2021-08-28T14:59:52.000Z
3957,UNUS SED LEO,LEO,unus-sed-leo,,2019-05-21T00:00:00.000Z,,953954130,985239504,45,2021-08-28T14:59:52.000Z
1720,IOTA,MIOTA,iota,,2017-06-13T00:00:00.000Z,,2779530283,2779530283,46,2021-08-28T14:59:47.000Z
3718,BitTorrent,BTT,bittorrent,,2019-01-31T00:00:00.000Z,,6.60E+11,9.90E+11,47,2021-08-28T14:59:33.000Z
6892,Elrond,EGLD,elrond-egld,,2020-09-04T00:00:00.000Z,,19358055.33,22308859,48,2021-08-28T14:59:34.000Z
1274,Waves,WAVES,waves,,2016-06-02T00:00:00.000Z,,106019116,106019116,49,2021-08-28T14:59:33.000Z
5034,Kusama,KSM,kusama,,2019-12-12T00:00:00.000Z,,8470098.057,9651217.451,50,2021-08-28T14:59:47.000Z
6945,Amp,AMP,amp,,2020-09-08T00:00:00.000Z,,42227702186,99213408535,51,2021-08-28T14:59:49.000Z
4642,Hedera Hashgraph,HBAR,hedera-hashgraph,,2019-09-17T00:00:00.000Z,,9467248159,5.00E+10,52,2021-08-28T14:59:36.000Z
6535,NEAR Protocol,NEAR,near-protocol,,2020-08-11T00:00:00.000Z,,443181278,1.00E+09,53,2021-08-28T14:59:31.000Z
131,Dash,DASH,dash,,2014-02-14T00:00:00.000Z,,10305641.75,10305641.75,54,2021-08-28T15:00:13.000Z
2502,Huobi Token,HT,huobi-token,,2018-02-03T00:00:00.000Z,,166099511.3,5.00E+08,55,2021-08-28T14:59:36.000Z
7129,TerraUSD,UST,terrausd,,2020-09-21T00:00:00.000Z,,2348809645,2348809645,56,2021-08-28T14:59:47.000Z
3155,Quant,QNT,quant,52,2018-08-10T00:00:00.000Z,,12072738,14612493.08,57,2021-08-28T14:59:31.000Z
5665,Helium,HNT,helium,24,2020-06-05T00:00:00.000Z,2.23E+08,96510880.17,2.23E+08,58,2021-08-28T14:59:42.000Z
1168,Decred,DCR,decred,56,2016-02-10T00:00:00.000Z,2.10E+07,13257987.78,13257987.78,60,2021-08-28T14:59:35.000Z
5692,Compound,COMP,compound,234,2020-06-16T00:00:00.000Z,1.00E+07,5491492.686,1.00E+07,59,2021-08-28T14:59:40.000Z
4157,THORChain,RUNE,thorchain,52,2019-07-23T00:00:00.000Z,5.00E+08,223556160.1,461668422.2,61,2021-08-28T15:00:14.000Z
4066,Chiliz,CHZ,chiliz,177,2019-07-01T00:00:00.000Z,8888888888,5894516282,8888888888,62,2021-08-28T14:59:46.000Z
2682,Holo,HOT,holo,88,2018-04-29T00:00:00.000Z,NA,1.73E+11,1.78E+11,63,2021-08-28T14:59:22.000Z
1437,Zcash,ZEC,zcash,236,2016-10-29T00:00:00.000Z,2.10E+07,12526787.5,12526787.5,64,2021-08-28T14:59:41.000Z
2634,XinFin Network,XDC,xinfin-network,33,2018-04-12T00:00:00.000Z,NA,12290910537,37690910537,65,2021-08-28T14:59:37.000Z
873,NEM,XEM,nem,112,2015-04-01T00:00:00.000Z,8999999999,8999999999,8999999999,66,2021-08-28T14:59:49.000Z
3822,Theta Fuel,TFUEL,theta-fuel,19,2019-03-28T00:00:00.000Z,NA,5301214400,5301214400,67,2021-08-28T14:59:34.000Z
4847,Stacks,STX,stacks,35,2019-10-28T00:00:00.000Z,1.82E+09,1216816027,1352464600,68,2021-08-28T14:59:55.000Z
2130,Enjin Coin,ENJ,enjin-coin,188,2017-11-01T00:00:00.000Z,1.00E+09,834331121.4,1.00E+09,69,2021-08-28T14:59:37.000Z
1966,Decentraland,MANA,decentraland,,2017-09-17T00:00:00.000Z,NA,1795381243,2194099227,70,2021-08-28T14:59:38.000Z
6758,SushiSwap,SUSHI,sushiswap,,2020-08-28T00:00:00.000Z,2.50E+08,127244443,232378231,71,2021-08-28T14:59:36.000Z
2700,Celsius,CEL,celsius,,2018-05-18T00:00:00.000Z,695658160,238863519.8,695658160,72,2021-08-28T14:59:36.000Z
2563,TrueUSD,TUSD,trueusd,,2018-03-06T00:00:00.000Z,NA,1402217851,1402217851,73,2021-08-28T14:59:36.000Z
2586,Synthetix,SNX,synthetix-network-token,,2018-03-14T00:00:00.000Z,212424133,114841533,215258834.2,74,2021-08-28T14:59:39.000Z
5864,yearn.finance,YFI,yearn-finance,,2020-07-18T00:00:00.000Z,36666,36635.43983,36666,75,2021-08-28T14:59:41.000Z
5567,Celo,CELO,celo,,2020-05-22T00:00:00.000Z,1.00E+09,286702568,1.00E+09,76,2021-08-28T14:59:28.000Z
2135,Revain,REV,revain,,2017-11-01T00:00:00.000Z,NA,85061485690,85061485690,77,2021-08-28T14:59:23.000Z
2469,Zilliqa,ZIL,zilliqa,,2018-01-25T00:00:00.000Z,2.10E+10,11663962574,14955429727,78,2021-08-28T14:59:36.000Z
3513,Fantom,FTM,fantom,,2018-10-29T00:00:00.000Z,3.18E+09,2545006273,2545006273,79,2021-08-28T14:59:36.000Z
4558,Flow,FLOW,flow,,2021-01-27T00:00:00.000Z,1344157523,57064824,1365946679,80,2021-08-28T14:59:28.000Z
5632,Arweave,AR,arweave,,2020-05-27T00:00:00.000Z,6.60E+07,33394701,63190435,81,2021-08-28T14:59:22.000Z
2083,Bitcoin Gold,BTG,bitcoin-gold,,2017-10-23T00:00:00.000Z,2.10E+07,17513923.59,17513923.59,83,2021-08-28T14:59:10.000Z
2394,Telcoin,TEL,telcoin,,2018-01-14T00:00:00.000Z,1.00E+11,54227110195,1.00E+11,82,2021-08-28T14:59:41.000Z
2577,Ravencoin,RVN,ravencoin,,2018-03-10T00:00:00.000Z,2.10E+10,9527050000,9527050000,84,2021-08-28T14:59:28.000Z
3897,OKB,OKB,okb,,2019-04-30T00:00:00.000Z,NA,6.00E+07,3.00E+08,85,2021-08-28T14:59:41.000Z
1684,Qtum,QTUM,qtum,,2017-05-24T00:00:00.000Z,107822406,98651075.73,103684879,86,2021-08-28T14:59:22.000Z
1697,Basic Attention Token,BAT,basic-attention-token,,2017-06-01T00:00:00.000Z,1.50E+09,1489832620,1.50E+09,87,2021-08-28T14:59:47.000Z
7455,Audius,AUDIO,audius,,2020-10-20T00:00:00.000Z,NA,400244277,1043525641,88,2021-08-28T14:59:23.000Z
3945,Harmony,ONE,harmony,,2019-06-01T00:00:00.000Z,1.26E+10,10450549318,13153373318,89,2021-08-28T14:59:41.000Z
2694,Nexo,NEXO,nexo,,2018-05-01T00:00:00.000Z,1.00E+09,560000011,1.00E+09,90,2021-08-28T14:59:48.000Z
2087,KuCoin Token,KCS,kucoin-token,,2017-10-24T00:00:00.000Z,170118638,80118638,170118638,91,2021-08-28T14:59:17.000Z
1042,Siacoin,SC,siacoin,,2015-08-26T00:00:00.000Z,NA,48643072992,48643072992,92,2021-08-28T15:00:06.000Z
1727,Bancor,BNT,bancor,,2017-06-18T00:00:00.000Z,NA,231318667.9,231318667.9,93,2021-08-28T14:59:55.000Z
6950,Perpetual Protocol,PERP,perpetual-protocol,,2020-09-08T00:00:00.000Z,NA,59018750,1.50E+08,94,2021-08-28T14:59:28.000Z
8335,Mdex,MDX,mdex,,2021-01-27T00:00:00.000Z,NA,653159470.1,1.00E+09,95,2021-08-28T14:59:37.000Z
109,DigiByte,DGB,digibyte,,2014-02-06T00:00:00.000Z,2.10E+10,14618949661,14618949661,97,2021-08-28T14:59:10.000Z
1698,Horizen,ZEN,horizen,68,2017-06-01T00:00:00.000Z,2.10E+07,11458437.5,11458437.5,96,2021-08-28T14:59:41.000Z
3330,Pax Dollar,PAX,paxos-standard,156,2018-09-27T00:00:00.000Z,NA,945642940.1,945642940.1,98,2021-08-28T14:59:33.000Z
2566,Ontology,ONT,ontology,137,2018-03-08T00:00:00.000Z,1.00E+09,875249524,1.00E+09,99,2021-08-28T14:59:36.000Z
2099,ICON,ICX,icon,69,2017-10-27T00:00:00.000Z,NA,659693923,800460000,100,2021-08-28T15:00:14.000Z
1,Bitcoin,BTC,bitcoin,8856,2013-04-28T00:00:00.000Z,2.10E+07,18800462,18800462,1,2021-08-29T04:27:21.000Z
1027,Ethereum,ETH,ethereum,5085,2015-08-07T00:00:00.000Z,NA,117299601.8,117299601.8,2,2021-08-29T04:27:40.000Z
2010,Cardano,ADA,cardano,298,2017-10-01T00:00:00.000Z,4.50E+10,32145348141,33050654414,3,2021-08-29T04:28:01.000Z
1839,Binance Coin,BNB,binance-coin,524,2017-07-25T00:00:00.000Z,168137036,168137036,168137036,4,2021-08-29T04:27:43.000Z
825,Tether,USDT,tether,17211,2015-02-25T00:00:00.000Z,NA,65489475281,67432085236,5,2021-08-29T04:27:25.000Z
52,XRP,XRP,xrp,638,2013-08-04T00:00:00.000Z,1.00E+11,46513604835,,6,2021-08-29T04:28:15.000Z
74,Dogecoin,DOGE,dogecoin,387,2013-12-15T00:00:00.000Z,NA,1.31E+11,,7,2021-08-29T04:27:12.000Z
5426,Solana,SOL,solana,124,2020-04-10T00:00:00.000Z,NA,290944975.7,,8,2021-08-29T04:28:12.000Z
3408,USD Coin,USDC,usd-coin,1627,2018-10-08T00:00:00.000Z,NA,27144377766,,9,2021-08-29T04:27:15.000Z
6636,Polkadot,DOT,polkadot-new,234,2020-08-19T00:00:00.000Z,NA,987579315,,10,2021-08-29T04:27:37.000Z
7083,Uniswap,UNI,uniswap,295,2020-09-17T00:00:00.000Z,1.00E+09,611621089,,11,2021-08-29T04:27:43.000Z
4172,Terra,LUNA,terra-luna,79,2019-07-26T00:00:00.000Z,NA,403075459.3,,12,2021-08-29T04:27:12.000Z
1831,Bitcoin Cash,BCH,bitcoin-cash,561,2017-07-23T00:00:00.000Z,2.10E+07,18830800,,13,2021-08-29T04:27:26.000Z
4687,Binance USD,BUSD,binance-usd,868,2019-09-20T00:00:00.000Z,NA,12175987734,,14,2021-08-29T04:27:40.000Z
2,Litecoin,LTC,litecoin,714,2013-04-28T00:00:00.000Z,8.40E+07,66752614.52,,15,2021-08-29T04:28:05.000Z
1975,Chainlink,LINK,chainlink,532,2017-09-20T00:00:00.000Z,1.00E+09,448009553.9,,16,2021-08-29T04:27:48.000Z
8916,Internet Computer,ICP,internet-computer,71,2021-03-23T00:00:00.000Z,469213710,157140097.4,,17,2021-08-29T04:27:43.000Z
3717,Wrapped Bitcoin,WBTC,wrapped-bitcoin,231,2019-01-30T00:00:00.000Z,NA,197773.6244,,18,2021-08-29T04:27:24.000Z
3890,Polygon,MATIC,polygon,247,2019-04-28T00:00:00.000Z,1.00E+10,6477576924,,19,2021-08-29T04:27:25.000Z
5805,Avalanche,AVAX,avalanche,77,2020-07-13T00:00:00.000Z,7.20E+08,174555511.1,,20,2021-08-29T04:27:55.000Z
1321,Ethereum Classic,ETC,ethereum-classic,279,2016-07-24T00:00:00.000Z,210700000,129477470.8,,21,2021-08-29T04:27:27.000Z
512,Stellar,XLM,stellar,365,2014-08-05T00:00:00.000Z,50001806812,23607320288,,22,2021-08-29T04:27:20.000Z
3077,VeChain,VET,vechain,146,2017-08-22T00:00:00.000Z,86712634466,64315576989,,23,2021-08-29T04:27:14.000Z
2280,Filecoin,FIL,filecoin,146,2017-12-13T00:00:00.000Z,NA,100006932,,24,2021-08-29T04:27:45.000Z
2416,THETA,THETA,theta,79,2018-01-17T00:00:00.000Z,1.00E+09,1.00E+09,,25,2021-08-29T04:27:32.000Z
1958,TRON,TRX,tron,528,2017-09-13T00:00:00.000Z,NA,,1.01E+11,26,2021-08-29T04:28:01.000Z
4943,Dai,DAI,multi-collateral-dai,526,2019-11-22T00:00:00.000Z,NA,,6108597391,27,2021-08-29T04:27:46.000Z
7186,PancakeSwap,CAKE,pancakeswap,112,2020-09-25T00:00:00.000Z,NA,,215491225.9,28,2021-08-29T04:28:14.000Z
328,Monero,XMR,monero,161,2014-05-21T00:00:00.000Z,NA,,17982382.36,29,2021-08-29T04:27:36.000Z
1765,EOS,EOS,eos,434,2017-07-01T00:00:00.000Z,NA,,1032759934,30,2021-08-29T04:27:29.000Z
2011,Tezos,XTZ,tezos,168,2017-10-06T00:00:00.000Z,NA,,887194722,31,2021-08-29T04:27:45.000Z
7278,Aave,AAVE,aave,280,2020-10-02T00:00:00.000Z,1.60E+07,,1.60E+07,32,2021-08-29T04:27:12.000Z
4195,FTX Token,FTT,ftx-token,89,2019-07-31T00:00:00.000Z,352170015,,345219293.6,33,2021-08-29T04:27:31.000Z
3794,Cosmos,ATOM,cosmos,183,2019-03-14T00:00:00.000Z,NA,,278282277.5,34,2021-08-29T04:27:39.000Z
6783,Axie Infinity,AXS,axie-infinity,117,2020-08-31T00:00:00.000Z,2.70E+08,,2.70E+08,35,2021-08-29T04:27:42.000Z
